,4dwm,as,awk,bc,binhex,bison,cat,cc1,chmod,co,col,cpp,date,detex,download,dpost,drf,dvipost,dvips,echo,egrep,endsessi,env,eqn,ex,expr,faces,fgrep,fifo,file,find,finger,flex,gcc,generic,gethost,getopt,getpgrp,gettxt,ghostvie,gre,grep,gs,hostname,hpost,id,launchef,lc,lcc,ld,ld_,less,ln,lock,lp,lpdsend,ls,mail,mailx,make,man,mc,mediamai,mimencod,mkdir,mkpts,more,mp,munpack,nawk,netscape,netstat,nm,platform,popper,post,postprin,postreve,ppost,pq,pr,ps,pwd,reaper,rm,rmdir,sed,sendmail,sgihelp,sh,sleep,slmhelpe,sort,spec,spell,sprog,stty,tail,tbl,tcpostio,tcppost,tcsh,tektroni,tel,tellwm,telnet,test,toolches,touch,tput,troff,true,tset,ul,uname,unlock,unpack,userenv,virtex,wait4wm,wc,whereis,which,who,whois,xclock,xconfirm,xdm,xdvi,xdvirea,xfig,xhost,xprop,xrdb,xsetroot,xterm,xwsh,User,Segment,Label
93,0,0,1,0,0,0,4,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,4,2,1,0,4,2,1,1,0,0,0,10,1,1,1,0,0,0,1,0,2,1,1,0,4,0,0,0,0,3,2,2,0,6,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,6,0,0,4,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,93,2
94,0,0,2,0,0,0,6,0,0,0,0,0,5,0,1,6,0,0,0,0,0,0,0,2,1,2,0,0,2,2,2,0,0,0,12,1,2,1,0,0,0,2,0,1,2,2,0,1,0,0,0,0,3,2,3,0,4,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,4,0,0,2,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,94,2
95,0,0,1,0,0,0,6,0,0,0,0,0,6,0,2,3,0,0,0,0,0,0,0,2,1,1,0,1,3,1,1,0,0,0,15,2,1,2,0,0,0,1,0,1,1,1,0,1,0,0,0,0,4,3,3,0,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,2,0,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,95,2
96,0,0,1,0,0,0,4,0,0,0,0,0,5,0,1,3,0,0,0,0,0,0,0,3,2,1,0,1,3,1,1,0,0,0,13,1,1,1,0,0,0,1,0,1,1,1,0,2,0,0,0,0,2,3,2,0,7,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,0,0,4,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,96,2
97,0,0,1,0,0,0,4,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1,0,0,0,10,1,1,1,0,0,0,2,0,1,1,1,0,2,0,0,0,0,2,2,2,0,5,0,2,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,12,0,6,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,97,2
98,1,0,0,0,0,0,1,0,2,0,4,1,2,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,14,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,4,0,0,1,1,0,0,0,1,1,1,1,1,2,16,98,2
99,0,0,1,0,0,0,4,0,0,0,0,0,4,0,1,3,0,0,0,1,0,0,0,2,1,1,0,0,2,1,1,0,0,0,10,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,2,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,3,1,4,0,0,11,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,99,2
100,1,0,0,0,0,0,3,0,3,0,0,1,4,0,0,0,0,0,0,8,0,2,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,8,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,14,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,16,100,2
101,0,0,1,0,0,0,5,0,1,0,0,0,5,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,2,1,2,0,0,0,10,1,2,1,0,0,0,1,0,4,0,2,2,1,0,0,0,0,3,2,2,0,4,0,1,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,4,3,0,5,0,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,101,2
102,0,0,1,0,0,0,4,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,14,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,3,2,0,5,0,1,0,0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,3,14,0,7,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,102,2
103,0,0,1,0,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,1,0,4,1,1,1,0,0,0,9,1,1,1,0,0,0,2,0,1,0,1,0,7,0,0,0,0,2,1,2,0,11,0,0,0,0,7,2,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,4,0,2,0,2,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,103,2
104,0,0,1,0,0,0,4,0,0,0,0,0,4,0,1,0,0,2,1,0,0,0,0,0,2,1,0,1,3,1,1,0,0,0,11,1,2,1,0,0,0,1,0,2,1,2,0,3,0,0,0,0,3,3,2,0,6,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,2,3,0,4,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,104,2
105,0,0,1,0,0,0,5,0,1,0,0,0,5,0,1,0,1,2,1,2,0,0,0,0,2,1,0,0,2,1,2,0,0,0,10,1,0,1,0,0,2,1,0,2,1,1,0,2,0,0,0,0,4,2,2,0,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,5,0,0,2,0,2,1,1,0,0,4,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,105,2
106,0,0,2,0,0,0,7,0,0,0,0,0,6,0,1,0,0,4,2,0,0,0,0,0,0,2,0,0,3,2,2,0,0,0,14,1,2,2,0,0,0,2,0,1,2,1,0,0,0,0,0,0,6,3,4,0,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,106,2
107,0,0,1,0,0,0,3,0,1,0,0,0,3,0,0,3,0,0,0,2,0,0,0,2,4,1,0,0,1,1,1,0,0,0,6,0,1,1,0,0,0,1,0,1,1,1,0,4,0,0,0,0,4,1,2,0,5,0,5,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,3,6,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,107,2
108,0,0,1,0,0,0,5,0,0,0,0,0,6,0,2,0,0,2,1,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,16,2,2,1,0,0,0,1,0,2,1,2,0,0,0,0,0,0,4,3,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,3,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,108,2
109,0,0,2,0,0,0,7,0,0,0,0,0,6,0,1,0,0,4,2,0,0,0,0,0,1,2,0,0,3,2,2,0,0,0,15,1,1,2,0,0,0,2,0,1,2,1,0,0,0,0,0,0,7,3,4,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,109,2
110,0,0,1,0,0,0,5,0,0,0,0,0,6,0,2,0,0,2,1,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,15,2,2,1,0,0,0,2,0,2,1,2,0,0,0,0,0,0,4,3,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,3,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,110,2
111,0,0,2,0,0,0,7,0,0,0,0,0,7,0,2,0,0,4,2,0,0,0,0,0,0,2,0,0,3,2,2,0,0,0,16,2,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,0,6,3,4,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,111,2
112,0,0,1,0,0,0,5,0,0,0,0,0,6,0,1,0,0,2,1,0,0,0,0,0,1,1,0,0,3,1,2,0,0,0,14,1,2,1,0,0,0,2,0,2,1,2,0,0,0,0,0,0,4,3,3,0,5,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,3,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,112,2
113,0,0,2,0,0,0,7,0,0,0,0,0,6,0,2,0,0,4,2,0,0,0,0,0,1,2,0,0,3,2,1,0,0,0,16,2,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,0,7,3,3,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,113,2
114,0,0,2,1,0,0,6,0,0,0,0,0,5,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,14,1,2,2,0,0,0,2,0,3,2,3,0,0,0,0,0,0,5,4,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,1,2,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,114,2
115,0,0,0,0,0,0,7,0,1,0,0,0,7,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,3,0,2,0,0,0,15,1,1,0,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,1,1,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,3,0,0,3,0,0,0,0,0,0,2,1,0,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,115,2
116,1,0,0,0,0,0,4,0,3,0,0,1,2,0,0,0,0,0,0,7,0,2,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,1,0,0,0,0,1,0,0,0,1,0,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,0,13,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,3,16,116,2
117,0,0,0,0,0,0,6,0,3,0,0,0,4,0,0,0,0,1,0,6,0,0,0,0,6,1,0,0,0,1,4,0,0,0,1,0,1,0,0,0,2,1,0,5,0,1,1,4,0,0,0,0,3,0,1,0,4,0,2,0,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,117,2
118,0,0,1,0,0,0,10,0,0,0,0,0,4,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,9,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,2,2,0,3,0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,25,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,118,2
119,0,0,1,0,0,0,4,0,0,0,0,0,3,0,1,0,0,2,1,0,0,0,0,1,4,0,0,0,2,1,0,0,0,0,10,1,0,1,0,0,0,0,0,1,1,0,0,10,0,0,0,0,3,2,1,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,0,0,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,119,2
120,0,0,2,0,0,0,6,0,0,0,0,0,5,0,1,3,0,2,1,0,0,0,0,1,2,2,0,0,2,2,2,0,0,0,13,1,2,2,0,0,0,2,0,1,2,2,0,0,0,0,0,0,5,3,4,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,2,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,120,2
121,0,0,1,0,0,0,5,0,0,0,0,0,6,0,2,3,0,0,0,0,0,0,0,2,2,1,0,2,3,1,1,0,0,0,13,2,1,1,0,0,0,1,0,1,1,1,0,3,0,0,0,0,3,2,2,0,7,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,5,0,0,3,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,121,2
122,0,0,1,0,0,0,5,0,0,0,0,0,5,0,1,3,0,0,0,0,0,0,0,2,1,1,0,1,3,1,1,0,0,0,14,1,1,1,0,0,0,1,0,1,1,1,0,2,0,0,0,0,2,3,2,0,7,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,0,3,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,122,2
123,0,0,1,0,0,0,5,0,1,0,0,0,5,1,1,0,0,2,1,2,0,0,0,0,6,1,0,0,2,1,2,0,0,0,9,1,1,1,0,0,0,1,0,3,1,1,2,0,0,0,0,0,5,2,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,1,2,0,0,4,0,0,2,0,2,1,1,0,0,4,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,123,2
124,0,0,1,0,0,0,4,0,0,0,0,0,5,0,1,3,0,0,0,0,0,0,0,4,6,1,0,0,2,1,2,0,0,0,10,1,2,1,0,0,0,2,0,2,1,2,0,1,0,0,0,0,2,2,3,0,4,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,0,3,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,124,2
125,0,0,2,0,0,0,7,0,0,0,0,0,5,0,1,6,0,0,0,0,0,0,0,2,1,2,0,0,3,2,1,0,0,0,14,1,1,2,0,0,0,1,0,1,2,1,0,1,0,0,0,0,4,3,3,0,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,2,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,125,2
126,0,0,1,0,0,0,5,0,0,0,0,0,6,0,2,3,0,0,0,0,0,0,0,2,1,1,0,1,3,1,1,0,0,0,15,2,1,1,0,0,0,1,0,1,1,1,0,2,0,0,0,0,2,2,2,0,7,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,0,0,2,0,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,126,2
127,0,0,2,0,0,0,5,0,0,0,0,0,4,0,1,6,0,0,0,0,0,0,0,4,1,2,0,0,1,2,2,0,0,0,11,1,2,2,0,0,0,2,0,2,2,2,0,0,0,0,0,0,4,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,4,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,127,2
128,0,0,1,0,0,0,7,0,0,0,0,0,7,0,2,3,0,0,0,0,0,0,0,2,1,1,0,0,3,1,1,0,0,0,17,2,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,2,2,2,0,6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,2,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,128,2
129,0,0,1,0,0,0,4,0,0,0,0,0,5,0,1,3,0,0,0,0,0,0,0,2,2,1,0,4,3,1,1,0,0,0,13,1,1,1,0,0,0,1,0,1,1,1,0,2,0,0,0,0,2,3,2,0,7,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,5,0,0,3,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,129,2
130,0,0,2,0,0,0,5,0,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,4,2,2,0,0,2,2,2,0,0,0,11,1,2,1,0,0,0,2,0,2,1,2,0,0,0,0,0,0,2,2,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,0,3,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,130,2
131,0,0,1,0,0,0,6,0,0,0,0,0,6,0,2,4,0,0,0,0,0,0,0,2,1,1,0,1,3,1,1,0,0,0,15,2,1,2,0,0,0,1,0,1,2,1,0,1,0,0,0,0,4,3,3,0,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,3,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,131,2
132,0,0,2,0,0,0,6,0,0,0,0,0,6,0,1,3,0,0,0,0,0,0,0,2,0,2,0,0,2,2,2,0,0,0,15,1,2,1,0,0,0,2,0,2,1,2,0,0,0,0,0,0,2,3,3,0,4,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,4,0,0,2,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,132,2
133,0,0,1,0,0,0,6,0,0,0,0,0,6,0,2,3,0,0,0,0,0,0,0,2,1,1,0,1,3,1,1,0,0,0,15,2,1,2,0,0,0,1,0,1,1,1,0,1,0,0,0,0,4,3,3,0,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,5,0,0,3,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,133,2
134,0,0,1,0,0,0,5,0,0,0,0,0,5,0,1,3,0,0,0,0,0,0,0,2,2,1,0,0,3,1,1,0,0,0,14,1,1,1,0,0,0,1,0,1,1,1,0,2,0,0,0,0,2,3,2,0,7,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,0,3,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,134,2
135,0,0,1,0,0,0,5,0,0,0,0,0,5,0,1,3,0,0,0,0,0,0,0,4,2,2,0,0,2,1,2,0,0,0,11,1,2,1,0,0,0,2,0,2,1,2,0,1,0,0,0,0,2,2,3,0,4,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,0,4,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,135,2
136,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,12,1,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,3,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,0,0,1,0,1,0,1,1,0,4,0,0,0,0,0,0,1,0,1,1,0,0,16,136,2
137,0,0,1,0,0,0,4,0,1,0,0,0,5,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,0,0,0,9,1,1,1,0,0,2,1,0,2,1,1,0,1,0,0,0,0,2,2,2,0,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,2,3,0,9,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,137,2
138,0,0,1,0,0,0,4,0,0,0,0,1,4,0,1,0,0,2,1,1,0,2,0,0,1,1,0,0,2,1,1,0,0,0,10,1,0,1,4,0,0,0,0,2,1,0,2,0,0,0,0,0,4,2,1,0,3,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,0,9,0,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,3,16,138,2
139,1,0,0,0,0,0,5,0,6,0,0,0,5,0,0,0,0,0,0,12,0,0,1,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,9,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,16,139,2
