,4dwm,acroread,aout,arch,as,as1,awk,basename,bc,cat,cc1,cfe,chmod,col,compress,cpp,date,download,driver,dvips,emacs20,endsessi,enscript,env,ex,expr,faces,fifo,file,find,finger,ftp,gcc,generic,gethost,getopt,getpgrp,gettxt,grep,gs,hostname,hpost,id,ispell,kill,ksh,last,launchef,lcc,ld,ld_,less,ln,lock,lp,lpr,ls,mail,make,man,maplesy,mapletty,mediamai,metamail,mkdir,mkpts,more,moviepla,mplotcha,mplotps,mplotx11,nawk,neqn,netscape,netstat,nm,nroff,passwd,pine,post,postprin,ppost,pq,pr,ps,q_eg,q_egtest,q_test,quota,rcc,reaper,rlogin,rm,rmdir,rsh,sed,sendmail,setup,sh,shownona,showps,sleep,ssh,stty,tail,tar,tbl,tcpostio,tcppost,tcsh,tellwm,telnet,toolches,touch,tput,tr,true,tset,tty,ugen,uname,unlock,unpack,unzip,userenv,virtex,wait4wm,whoami,xauth,xbiff,xclock,xconfirm,xdm,xdvi,xdvirea,xhost,xinitrc,xprop,xrdb,xrn,xset,xsetroot,xterm,xwsh,User,Segment,Label
88,0,0,0,3,0,0,1,0,0,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,1,3,1,0,6,0,1,0,0,4,0,4,0,0,0,0,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,5,0,0,1,0,2,0,0,0,0,0,0,1,2,1,0,0,0,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,0,4,0,1,0,11,88,2
89,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,17,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,3,0,0,3,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,89,2
90,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,3,5,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,4,0,11,90,2
91,0,0,0,3,0,0,1,0,0,6,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,9,1,1,1,0,1,1,5,0,1,0,0,3,0,2,0,0,0,0,2,1,2,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,0,0,4,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,1,0,4,0,0,0,11,91,2
92,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,11,1,1,1,0,1,2,1,0,1,0,0,0,0,6,0,0,0,0,2,3,2,0,5,0,0,0,3,1,2,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0,9,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,92,2
93,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,4,1,0,1,2,0,0,0,0,1,0,2,1,4,0,0,0,10,1,1,1,0,4,2,3,0,1,0,0,1,0,4,0,0,0,0,2,2,2,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,3,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,3,1,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,93,2
94,1,0,0,4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,9,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,2,0,0,1,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,3,4,0,0,0,0,0,0,3,0,1,0,1,1,1,1,3,3,0,6,2,1,0,4,0,4,0,11,94,2
95,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,47,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,95,2
96,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,13,1,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,6,0,5,0,0,0,0,0,3,0,0,4,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,96,2
97,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,11,97,2
98,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,5,1,4,0,0,0,13,1,4,1,0,4,0,4,1,4,0,0,0,0,0,0,0,0,0,2,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,98,2
99,0,0,0,2,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,5,0,1,0,0,4,0,7,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,26,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,11,99,2
100,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,3,0,4,1,1,0,0,0,19,6,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,3,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,3,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,100,2
101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,4,0,0,1,0,0,0,0,3,0,12,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,14,0,0,0,0,0,0,0,0,4,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,11,101,2
102,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,10,0,1,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,12,0,8,0,0,0,1,0,1,0,0,4,1,8,0,2,1,0,1,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,11,102,2
103,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,7,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,103,2
104,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,31,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,11,0,2,3,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,6,1,1,0,4,0,1,0,11,104,2
105,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,1,0,0,0,0,2,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,105,2
106,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,10,1,1,1,0,1,0,1,0,1,0,0,1,0,6,0,0,0,0,2,2,2,0,3,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,0,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,12,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,106,2
107,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,13,1,2,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,4,2,4,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,3,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,107,2
108,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,3,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,7,1,0,1,12,0,0,7,0,0,0,0,2,0,4,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,5,0,0,0,0,1,0,0,0,4,1,0,3,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,1,1,2,1,0,0,0,2,2,1,0,0,0,1,0,11,108,2
109,1,0,0,4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,3,0,5,0,0,2,0,3,0,0,0,0,0,0,3,1,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,10,2,1,0,8,0,2,0,11,109,2
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,110,2
111,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,3,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0,0,3,0,11,111,2
112,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,24,0,0,1,0,3,0,0,0,0,0,0,0,5,0,0,0,6,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,4,0,3,0,11,112,2
113,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,3,0,11,0,0,1,0,2,0,0,0,0,0,0,3,2,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,6,2,1,0,4,0,2,0,11,113,2
114,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,1,7,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,5,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,10,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,2,1,0,0,0,2,0,11,114,2
115,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,12,0,0,1,0,3,0,0,0,0,0,0,3,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,2,0,0,4,0,3,0,11,115,2
116,0,0,0,3,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,6,0,0,1,0,0,0,2,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,9,0,0,7,0,0,1,0,2,0,0,8,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,4,0,0,0,11,116,2
117,0,0,0,0,0,1,0,0,0,1,0,1,0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,1,0,0,0,16,0,0,16,0,0,1,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,117,2
118,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,4,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,118,2
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,119,2
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,120,2
121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,121,2
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,122,2
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,123,2
124,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,124,2
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,125,2
126,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,14,0,0,1,0,2,0,0,0,0,0,0,3,3,1,0,0,1,0,2,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,6,2,1,0,4,0,2,0,11,126,2
127,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,17,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,5,0,2,3,0,0,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,6,2,1,0,4,0,3,0,11,127,2
128,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,12,1,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,42,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,128,2
129,0,0,1,1,1,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,129,2
130,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,8,1,0,8,0,1,0,0,6,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,5,0,1,1,0,2,0,0,0,0,0,0,3,1,1,0,0,0,2,2,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,6,2,1,0,4,0,3,0,11,130,2
131,1,0,0,0,0,0,1,0,1,6,0,0,1,0,0,0,4,1,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,10,1,0,1,4,0,1,1,1,0,0,0,1,0,2,0,0,0,0,2,2,1,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,6,1,0,2,6,0,5,0,0,0,0,0,0,0,0,4,1,0,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,11,131,2
132,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,23,0,0,1,0,2,0,0,0,0,0,0,1,2,0,0,0,6,0,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,1,1,0,4,0,2,0,11,132,2
