,4dwm,ar,autoconf,awk,bc,be,cat,cfe,chmod,cmp,configg,configs,configur,conftest,cpp,date,detex,download,dpost,drf,driver,dvipost,dvips,echo,egrep,emacs20,endsessi,env,eqn,ex,expr,faces,fec,fgrep,fifo,fig2dev,file,find,generic,gethost,getopt,getpgrp,gettxt,ghostvie,gmake,grep,gs,hostname,hpost,id,inline,ksh,launchef,lc,ld_,ln,lock,lp,lpdsend,lpr,ls,m4,mailx,make,mc,mimencod,mkdir,mkpts,more,nawk,netscape,netstat,post,postprin,ppost,pq,pr,pwd,reaper,rm,rmdir,sed,sendmail,sh,sleep,sort,spell,sprog,stty,tail,tbl,tcpostio,tcppost,tektroni,tel,tellwm,test,toolches,touch,tr,troff,true,uname,unlock,userenv,virtex,wait4wm,xconfirm,xdm,xdvi,xdvirea,xfig,xhost,xprop,xrdb,xsetroot,xterm,xwsh,User,Segment,Label
108,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,3,0,1,1,12,1,1,1,0,0,0,1,0,2,1,1,0,0,0,0,0,2,3,2,0,0,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,5,0,6,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,108,2
109,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,5,0,1,5,0,0,0,0,1,0,0,0,0,3,1,2,0,0,0,2,0,2,2,11,1,2,1,0,0,0,2,0,1,2,2,0,0,0,0,0,2,2,3,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,1,6,0,2,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,109,2
110,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,4,0,1,1,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,2,0,0,1,9,1,0,1,4,0,0,0,0,2,0,0,0,0,2,0,0,3,2,1,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,6,11,0,0,0,0,1,0,0,4,1,0,0,1,1,1,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,2,24,110,2
111,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,1,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,23,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,24,111,2
112,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,1,1,10,1,2,1,0,0,0,1,0,2,1,2,0,0,0,0,0,3,2,2,0,0,3,0,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,1,6,3,6,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,112,2
113,1,0,0,1,0,0,5,0,1,0,0,0,0,0,1,6,0,1,3,0,0,0,0,4,0,0,0,1,1,0,1,0,0,0,2,0,1,2,10,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,2,2,2,0,0,3,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,2,3,4,0,0,0,0,2,0,0,4,1,0,0,0,1,1,0,0,1,4,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,24,113,2
114,0,0,0,1,1,0,5,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,1,3,10,1,1,1,0,0,0,1,0,3,1,1,0,0,4,0,0,2,1,2,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,4,1,2,0,9,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,114,2
115,1,0,0,0,0,0,2,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,7,0,0,2,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,1,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,24,115,2
116,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,10,1,2,1,0,0,0,2,0,2,1,2,0,0,0,0,0,4,2,3,0,0,3,0,4,0,0,0,1,0,0,2,0,0,0,1,3,0,1,0,0,4,1,2,0,6,0,2,2,1,0,0,0,4,1,0,0,0,2,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,116,2
117,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,6,0,2,0,0,0,4,2,0,0,0,0,0,0,1,2,0,0,0,3,0,2,2,16,2,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,6,3,3,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,117,2
118,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,3,0,1,1,14,1,1,1,0,0,0,1,0,1,1,1,0,0,2,0,0,3,3,2,0,0,5,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,0,10,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,118,2
119,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,6,0,2,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,3,0,1,1,15,2,2,1,0,0,0,2,0,2,1,2,0,0,0,0,0,4,3,2,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5,2,3,0,2,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,119,2
120,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,6,0,2,0,0,0,4,2,0,0,0,0,0,0,1,2,0,0,0,3,0,2,2,16,2,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,6,3,4,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,120,2
121,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,6,0,1,0,0,0,2,1,0,0,0,0,0,0,2,2,0,0,0,3,0,1,2,15,1,2,1,0,0,0,2,0,2,1,2,0,0,0,0,0,3,3,3,0,0,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5,2,3,0,2,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,121,2
122,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,1,2,11,12,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,122,2
123,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,10,1,1,1,3,0,0,1,0,2,1,1,0,0,2,0,0,2,2,2,0,0,3,0,8,0,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,4,1,2,4,10,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,123,2
124,1,0,0,1,0,0,3,0,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,7,0,0,2,1,0,0,1,1,0,0,0,0,1,4,1,0,1,0,1,0,0,1,0,5,0,1,0,0,4,0,0,2,0,1,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,14,1,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,24,124,2
125,0,0,0,1,2,0,7,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,15,2,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,4,3,3,0,0,4,0,1,0,0,0,1,0,0,1,0,0,0,2,5,0,1,0,0,5,1,3,0,2,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,125,2
126,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,13,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,2,2,0,0,5,0,5,0,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,7,2,3,6,6,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,126,2
127,0,0,0,0,0,5,9,1,0,0,0,3,39,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,127,2
128,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,23,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,128,2
129,1,0,0,0,0,0,2,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,7,0,0,2,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,19,1,0,0,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,2,1,24,129,2
130,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,10,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,2,2,0,0,3,0,2,0,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,4,1,2,6,13,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,130,2
131,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,4,0,1,3,0,0,0,0,3,0,0,0,0,2,1,1,0,0,0,1,0,1,2,6,1,1,1,0,0,0,1,0,3,1,1,0,0,2,0,0,2,1,2,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,3,0,14,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,131,2
132,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,3,0,1,1,14,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,3,2,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,5,0,8,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,132,2
133,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,10,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,2,2,0,0,3,0,9,0,0,0,1,0,0,1,0,0,0,1,3,0,2,0,0,6,1,2,6,9,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,133,2
134,0,0,0,0,0,3,14,7,0,0,0,0,33,2,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,134,2
135,0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,2,0,1,2,10,1,1,1,0,0,0,1,0,3,1,1,0,0,2,0,0,2,2,2,0,0,3,0,5,0,0,0,1,0,0,1,0,0,0,1,3,0,0,1,0,4,1,2,3,7,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,135,2
136,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,1,0,0,0,0,2,3,2,0,0,0,2,0,1,2,11,1,2,1,0,0,0,2,0,2,1,2,0,0,2,0,0,4,2,3,0,0,3,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,3,1,4,0,3,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,2,7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24,136,2
137,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,6,0,2,0,0,0,4,2,0,0,0,0,0,0,2,1,0,0,0,3,0,2,1,15,2,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,6,3,3,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,0,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,137,2
138,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,6,0,1,0,0,0,2,1,2,0,0,0,0,0,1,1,0,0,0,3,0,1,2,14,1,1,1,0,0,0,1,0,3,1,1,0,0,2,0,0,3,3,2,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,0,4,0,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,138,2
139,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,6,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,4,1,2,0,0,1,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,3,15,0,2,2,1,0,0,0,4,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,139,2
140,0,0,0,0,0,0,14,6,0,0,0,0,41,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,140,2
141,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,5,2,1,0,0,0,2,1,0,0,0,0,0,0,3,1,0,0,0,3,0,1,1,14,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,6,3,2,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,2,3,0,3,0,2,2,2,0,0,0,4,2,0,0,0,4,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,141,2
142,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,3,2,0,0,0,0,0,0,3,2,0,0,0,2,0,2,2,11,1,2,1,0,0,0,2,0,2,2,2,0,0,0,0,0,4,2,3,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,1,2,0,5,0,2,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,7,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,142,2
143,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,6,0,2,0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,0,3,0,1,1,16,2,1,2,0,0,0,1,0,1,1,1,0,0,0,0,0,5,3,3,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,0,6,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,143,2
144,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,6,0,1,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,3,0,2,2,14,1,2,1,0,0,0,2,0,2,1,2,0,0,0,0,0,4,3,3,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5,2,3,0,5,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,144,2
145,0,0,0,0,0,0,13,7,0,0,0,0,39,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,145,2
146,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,7,0,2,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,18,2,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,5,3,3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,146,2
147,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,5,2,1,0,0,0,2,1,2,0,0,0,0,0,1,1,0,0,0,2,0,1,2,11,1,1,1,0,0,0,1,0,3,1,1,0,0,2,0,0,5,3,2,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,0,4,0,3,2,2,1,0,0,4,2,0,0,0,4,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,147,2
148,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,4,2,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,13,1,2,1,0,0,0,2,0,2,2,2,0,0,0,0,0,7,2,3,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,1,2,0,3,0,1,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,148,2
149,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,7,0,2,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,4,0,1,1,16,2,1,2,0,0,0,1,0,1,1,1,0,0,0,0,0,3,3,3,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,4,0,5,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,149,2
