,4dwm,acroread,arch,awk,basename,cal,cat,chmod,co,col,convert,cpp,csh,date,detex,dirname,download,drf,dvipost,dvips,egrep,emacs20,endsessi,env,ex,expr,faces,false,fifo,file,find,finger,ftp,gawk,generic,gethost,getopt,getpgrp,gettxt,ghostvie,grep,gs,gsftopk,gzip,hexbin,hostname,hpost,id,java,java_wr,javac,jot,kill,ksh,launchef,lmstat,ln,lock,lp,lpdsend,lpq,lpr,ls,mail,maketexp,man,matlab,matlab_l,mediamai,metamail,mimencod,mkdir,mkpts,more,mp,nawk,neqn,netscape,netstat,nroff,ping,popper,post,pq,ps,pwd,quota,reaper,richtext,rlogin,rm,rmdir,sed,sendmail,sgihelp,sh,shownona,showps,sleep,sort,spell,sprog,stty,tail,talk,tbl,tcpostio,tcppost,tcsh,tektroni,telnet,test,toolches,touch,tput,tr,true,ul,uname,unlock,unpack,userenv,uudecode,virtex,wait4wm,webmagic,whoami,whois,xconfirm,xdm,xdvi,xdvirea,xhost,xloadima,xrdb,xsession,xsetroot,xterm,User,Segment,Label
92,0,0,0,1,0,0,7,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,1,1,0,0,0,17,4,2,1,0,0,1,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,1,3,3,0,2,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,92,2
93,0,0,0,1,0,0,5,0,0,0,0,0,40,6,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,12,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,93,2
94,0,0,0,1,0,0,6,0,0,0,0,0,1,5,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,1,1,0,0,0,15,1,1,1,0,1,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,2,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,2,3,8,0,6,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,94,2
95,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,12,1,0,0,0,16,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0,1,6,3,3,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,0,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,95,2
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,6,0,0,7,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,96,2
97,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,2,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,97,2
98,0,0,0,2,0,0,10,0,0,0,0,0,0,7,0,0,1,0,4,2,0,0,0,0,0,1,0,0,3,2,1,0,0,0,14,1,1,2,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,6,3,3,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,98,2
99,1,0,0,0,0,0,3,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,1,11,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,3,0,0,12,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,34,99,2
100,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,6,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,3,0,0,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,100,2
101,1,0,0,0,0,0,2,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,0,0,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,34,101,2
102,1,0,0,0,0,0,5,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,5,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,6,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,34,102,2
103,1,0,0,0,0,0,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,103,2
104,0,0,0,1,0,0,5,2,0,0,0,1,5,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,1,2,0,0,10,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,2,2,2,0,0,0,10,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,1,2,3,0,7,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,34,104,2
105,0,0,0,3,0,0,8,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,3,3,0,0,0,14,1,3,2,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,3,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,105,2
106,0,0,0,0,0,0,6,0,0,0,0,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,5,2,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,3,0,14,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,106,2
107,1,0,2,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,12,0,0,0,0,0,0,3,1,0,0,2,2,5,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,4,0,1,0,0,4,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,34,107,2
108,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,6,1,0,0,0,12,1,0,0,0,15,0,0,1,0,2,0,0,0,6,1,1,0,0,0,2,0,0,0,0,4,0,1,6,3,3,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,3,1,0,0,4,1,3,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,108,2
109,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,7,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,34,109,2
110,0,0,0,2,0,0,8,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,0,0,19,2,1,2,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,110,2
111,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,10,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,33,2,0,0,0,0,0,0,2,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,111,2
112,1,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,34,112,2
113,0,0,0,0,0,0,3,0,0,2,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,3,3,0,2,0,0,7,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,3,1,0,10,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,34,113,2
114,2,0,0,1,0,0,3,1,0,0,0,2,13,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,4,0,1,1,0,1,1,2,0,0,0,1,0,1,0,0,0,0,2,0,2,0,2,2,2,0,0,0,3,1,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,4,1,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,2,0,1,2,34,114,2
115,2,0,0,0,0,0,4,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,3,2,34,115,2
116,0,0,0,1,0,0,7,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,10,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,2,2,0,0,0,3,3,0,0,0,0,2,0,0,0,0,8,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,1,2,3,0,15,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,116,2
117,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,117,2
118,1,0,0,0,0,0,3,0,0,0,0,1,11,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,6,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,2,3,0,0,0,0,5,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,0,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2,34,118,2
119,1,0,3,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,18,0,0,0,0,0,0,4,1,0,0,2,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,7,0,1,0,4,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,34,119,2
120,0,0,1,1,0,0,4,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,2,0,0,3,1,0,2,1,1,0,0,1,10,0,1,1,4,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,4,6,4,2,2,1,1,1,4,0,0,0,1,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,120,2
121,2,0,2,0,0,0,3,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,8,0,0,0,0,0,0,1,3,0,0,2,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,3,0,0,2,0,0,2,0,0,0,0,1,0,0,2,0,2,0,2,5,34,121,2
122,2,0,1,0,0,0,3,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,10,2,0,0,0,0,0,3,3,0,0,1,2,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,3,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,2,0,2,2,34,122,2
123,2,0,0,0,0,0,3,0,0,4,0,1,12,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,2,0,4,0,0,4,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,2,34,123,2
124,1,0,0,1,0,0,4,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,1,0,2,0,1,1,34,124,2
125,2,0,0,0,0,0,4,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,3,0,2,0,3,3,34,125,2
126,2,0,0,0,0,0,3,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,2,0,2,1,34,126,2
127,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,127,2
128,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,61,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,34,128,2
129,2,0,0,0,0,0,4,0,0,8,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,0,5,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,0,4,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,2,34,129,2
130,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,20,1,0,0,0,0,4,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,14,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,34,130,2
131,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,5,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,131,2
132,1,0,0,1,0,0,6,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,1,2,0,0,0,17,2,2,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,132,2
133,0,0,0,2,0,0,7,0,0,0,0,1,6,4,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,2,2,0,0,0,10,1,2,1,0,0,2,0,0,0,0,2,0,2,0,0,0,0,1,0,4,0,2,1,4,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,2,0,2,1,0,0,0,4,0,0,0,0,1,0,0,5,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,34,133,2
134,0,0,0,1,0,0,6,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,18,2,2,2,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,134,2
135,1,0,0,1,0,0,5,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,14,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,2,0,0,0,2,0,0,0,0,0,0,0,5,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,34,135,2
136,0,0,0,1,0,0,6,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,4,0,1,0,1,0,0,0,1,3,0,0,0,0,4,2,0,0,1,3,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,3,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,34,136,2
137,0,0,0,1,0,0,6,0,0,0,0,0,0,6,0,0,2,0,0,0,0,1,0,0,0,1,0,0,3,1,1,0,0,0,14,2,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,3,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,3,0,0,14,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,137,2
138,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,4,1,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,1,1,15,0,26,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,138,2
