,4dwm,9term,acroread,aout,appdefpa,as,as1,awk,basename,bc,cal,cat,cc1,cfe,chmod,col,cpp,csh,cut,date,dirname,download,driver,dvips,echo,elm,emacs20,endsessi,env,ex,expr,expreser,faces,fifo,file,find,finger,ftp,gcc,generic,gethost,getopt,getpgrp,gettxt,ghostvie,grep,gs,hostname,hpost,id,ispell,ksh,last,launchef,lc,ld,ld_,lks,ln,lock,lp,lpdsend,lpq,lpr,ls,mail,mailp,mailx,make,man,maplesy,mapletty,mc,mediamai,metamail,mkdir,mkpts,more,mp,mplotcha,mywsh,nawk,neqn,netscape,netstat,news,nm,nroff,nslookup,od,passwd,pine,post,postprin,ppost,ps,reaper,red,rlogin,rm,rmdir,rsh,sed,sendmail,sgo,sh,shownona,showps,sleep,stty,tail,tbl,tcpostio,tcppost,tektroni,tellwm,telnet,test,toolches,touch,tput,tr,true,ugen,ul,uname,unlock,unpack,uopt,userenv,uuname,virtex,wait4wm,what,which,whoami,xclock,xconfirm,xdm,xdvi,xdvirea,xhost,xmag,xman,xmaplev5,xprop,xrdb,xset,xsetroot,xterm,xwsh,User,Segment,Label
84,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,3,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,84,2
85,1,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,2,0,0,0,6,0,2,1,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,1,3,0,15,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,2,0,0,37,85,2
86,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,16,1,2,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,4,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,1,0,2,0,0,4,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,86,2
87,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,18,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,2,0,4,0,0,1,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,87,2
88,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,12,1,3,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,88,2
89,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,4,1,1,0,2,0,0,2,0,0,0,3,0,0,2,1,1,0,0,0,10,1,1,1,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,2,3,2,0,0,0,13,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,1,0,2,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,89,2
90,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,23,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,3,3,0,3,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,90,2
91,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,1,3,0,0,1,7,0,4,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,3,0,37,91,2
92,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,2,0,0,3,2,2,0,0,0,15,1,2,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,4,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,1,0,3,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,92,2
93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,12,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,3,0,5,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,37,93,2
94,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,3,0,0,0,14,3,3,2,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,4,4,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,94,2
95,0,0,0,0,0,0,0,2,0,2,0,10,0,0,0,0,0,0,0,6,0,1,0,0,0,0,2,0,0,0,2,0,0,2,2,1,0,0,0,14,1,1,2,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,4,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,4,1,0,2,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,95,2
96,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,4,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,2,2,0,0,2,0,0,0,2,2,0,2,5,0,37,96,2
97,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,6,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37,97,2
98,0,0,0,0,0,0,0,2,0,2,0,8,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,5,0,2,1,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,2,2,3,0,0,0,4,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,98,2
99,0,0,0,11,0,1,5,0,0,0,0,2,1,5,0,0,1,0,0,3,0,1,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,2,2,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,99,2
100,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,4,0,1,0,0,0,0,5,0,0,0,2,0,0,1,2,2,0,0,0,10,1,2,2,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,4,3,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,3,0,0,1,0,0,6,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,100,2
101,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1,0,10,1,0,0,4,0,0,0,2,0,0,0,5,0,2,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,2,0,0,6,0,0,0,0,0,0,4,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,2,0,37,101,2
102,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,13,1,2,1,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,4,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,4,1,0,2,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,102,2
103,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,103,2
104,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,10,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,0,29,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,5,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,104,2
105,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,0,0,0,12,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,21,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,37,105,2
106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,13,0,0,0,0,0,3,0,0,2,2,0,0,1,0,0,0,3,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,37,106,2
107,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,14,1,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,1,0,2,0,0,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,107,2
108,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,8,1,2,1,0,0,1,0,3,1,2,0,0,0,2,0,0,0,0,2,1,3,0,0,0,18,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,8,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,108,2
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,10,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,3,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,109,2
110,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,5,0,0,2,1,1,0,0,0,10,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,2,2,2,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,12,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,1,0,2,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,37,110,2
111,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,2,0,0,3,2,2,0,0,0,16,1,2,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,4,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,1,0,3,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,111,2
112,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,2,0,0,3,2,2,0,0,0,15,2,2,1,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,2,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,2,0,3,0,0,3,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,112,2
113,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,3,0,0,1,3,3,0,0,0,14,1,3,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,6,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,113,2
114,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,17,1,2,3,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,6,6,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,1,0,0,6,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,114,2
115,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,22,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,3,0,0,2,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,115,2
116,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,22,3,2,1,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,3,0,0,2,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,116,2
117,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,20,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,3,0,0,3,0,0,0,0,0,0,12,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,117,2
118,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,10,1,1,1,0,0,1,0,1,1,1,0,3,0,0,0,0,0,0,2,2,2,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,2,3,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,118,2
119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,1,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,37,119,2
120,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,11,1,2,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,3,2,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,2,0,0,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,120,2
121,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,0,0,19,2,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,1,0,3,0,0,4,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,121,2
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,37,122,2
123,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,13,1,2,1,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,4,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,4,1,0,2,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,123,2
124,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,7,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,2,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,37,124,2
125,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,11,0,3,2,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,6,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,125,2
126,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,13,0,3,4,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,126,2
