,4dwm,aacdec,acroread,aiffplay,arch,awk,bc,bibtex,cat,chmod,col,compress,cpp,csh,date,df,dirname,download,dvips,egrep,emacs20,endsessi,env,ex,expr,f2ps,faces,fifo,file,find,finger,gawk,generic,gethost,getopt,getpgrp,gettxt,gftopk,ghostvie,grep,gs,gzip,head,hostname,hpost,id,ispell,kill,launchef,lks,lmstat,ln,lock,lp,lpdsend,lpr,ls,mail,maketexp,man,maplesy,matlab,matlab_l,mediamai,mkdir,mkpts,more,movemail,nawk,netscape,netstat,nscal,nslookup,ping,post,postprin,ppost,pq,pr,ps,pwd,rdistd,reaper,resize,rlogin,rm,rmdir,rshd,sed,sendmail,sh,sleep,soundpla,ssh,stty,tail,tar,tcpostio,tcppost,tcsh,tektroni,tellwm,telnet,toolches,touch,tput,true,tset,ul,uname,unlock,unpack,userenv,uudecode,uuencode,virmf,virtex,wait4wm,whereis,which,whoami,xauth,xbiff,xcalc,xclock,xconfirm,xdm,xdvi,xdvirea,xfig,xhost,xmaplev5,xprop,xrdb,xsetroot,xterm,xv,xwsh,User,Segment,Label
92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,4,0,52,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,92,2
93,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,1,0,0,0,3,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,3,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,22,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,10,93,2
94,0,0,0,0,0,1,0,0,4,0,0,4,2,8,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,2,0,1,0,0,0,3,1,3,0,0,5,0,1,0,1,8,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,4,1,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,10,94,2
95,0,0,0,0,0,1,0,0,5,0,0,2,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,14,4,1,2,0,0,3,1,4,0,0,1,0,1,0,0,0,0,0,3,3,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,3,0,7,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,95,2
96,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,2,1,0,0,0,0,0,2,0,0,2,0,2,0,0,11,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,1,0,0,8,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,96,2
97,1,0,0,0,0,1,0,0,5,0,0,0,2,8,3,0,0,1,0,0,1,2,1,0,0,0,0,2,1,0,0,0,9,1,0,1,4,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,2,1,0,0,3,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,1,0,2,0,4,0,0,0,1,0,0,4,1,0,0,2,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,2,1,1,0,1,10,97,2
98,1,0,0,0,0,0,0,0,3,0,0,0,2,10,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,1,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,14,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,8,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,1,1,0,0,10,98,2
99,1,0,0,0,0,0,0,0,3,0,0,0,2,9,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,5,0,0,0,1,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,6,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,2,1,0,0,1,10,99,2
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,2
101,0,0,0,0,0,1,0,0,4,0,0,0,0,2,4,0,0,1,1,0,0,0,0,0,2,0,0,2,1,1,1,0,9,1,1,1,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,3,1,2,0,0,6,1,0,0,0,0,0,0,1,0,0,6,1,12,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,3,1,0,0,1,0,0,4,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,10,101,2
102,1,0,0,0,0,1,0,0,7,0,0,0,2,5,6,0,0,1,0,0,1,0,1,0,2,0,0,2,1,1,0,0,13,3,1,1,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,2,2,2,0,0,3,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,1,0,2,3,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,10,102,2
103,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,2,0,0,4,0,2,1,0,18,6,3,0,0,0,1,2,1,0,0,3,0,3,0,0,0,0,0,0,1,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,3,1,1,0,0,0,2,0,2,1,0,0,0,0,0,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,103,2
104,0,0,0,0,0,1,0,0,4,0,0,0,0,2,4,0,0,1,0,0,0,2,0,0,1,0,0,2,1,2,0,0,10,1,0,1,4,0,1,15,1,0,0,1,0,0,0,0,2,0,0,2,2,2,0,0,5,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,3,0,0,0,0,0,0,4,1,0,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,10,104,2
105,1,0,0,0,0,1,1,0,7,0,0,0,0,3,5,0,0,1,0,0,1,2,0,0,1,0,0,2,1,1,0,0,10,1,1,1,4,0,0,6,0,0,0,3,1,1,0,0,0,0,0,2,2,2,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,1,0,0,4,1,0,0,2,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,10,105,2
106,0,0,0,0,0,1,0,0,5,0,0,0,2,7,4,0,0,1,0,0,1,0,1,0,1,0,0,2,1,2,0,0,10,1,1,1,0,0,0,2,0,0,0,3,0,1,0,1,0,0,0,2,2,2,0,0,5,2,0,0,0,0,0,0,1,1,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,1,0,2,0,4,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,10,106,2
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,107,2
108,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,0,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,10,108,2
109,0,0,0,0,0,0,0,0,6,0,0,0,1,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,22,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,109,2
110,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,10,0,0,1,0,0,0,0,8,2,0,0,0,0,0,0,0,1,1,6,0,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,0,0,10,110,2
111,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,4,8,0,36,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,111,2
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,112,2
113,1,0,0,0,0,0,0,0,1,3,0,0,0,4,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,1,1,2,2,0,0,0,1,0,0,0,0,2,10,113,2
114,0,0,0,0,0,0,0,0,2,0,0,0,2,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,10,0,0,4,0,0,0,1,8,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,1,0,2,0,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,10,114,2
115,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,3,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,10,115,2
116,0,0,0,0,0,0,0,0,4,0,0,0,2,12,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,12,0,12,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,10,116,2
117,0,0,0,0,0,1,0,0,5,0,0,0,0,2,3,0,1,1,0,0,0,0,0,0,3,0,0,1,1,1,0,0,7,1,1,1,0,0,2,1,1,0,0,2,0,1,0,0,0,1,0,5,1,2,0,0,8,1,0,0,3,0,0,0,2,0,0,8,3,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,1,0,0,1,6,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,117,2
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,14,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,17,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,118,2
119,2,0,0,0,0,0,0,0,3,0,0,0,2,12,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,7,4,0,0,0,3,0,0,0,0,0,0,4,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,2,0,0,0,1,0,2,2,1,1,0,1,10,119,2
120,0,0,0,0,0,0,0,0,2,0,0,0,2,9,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,8,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,1,0,10,1,19,1,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,3,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,10,120,2
121,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,0,7,0,2,2,0,0,1,3,1,0,0,2,0,2,0,0,2,3,0,2,4,4,0,0,2,0,0,0,1,0,0,0,0,0,0,14,3,6,1,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,121,2
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,122,2
123,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,123,2
124,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,4,3,0,0,0,0,0,3,13,2,0,0,0,0,1,0,0,0,4,0,6,2,0,0,0,0,0,0,0,0,24,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,124,2
125,0,0,0,0,0,0,0,0,2,2,0,0,0,7,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4,6,0,0,3,0,0,0,0,2,1,0,4,0,0,0,0,22,2,2,0,0,0,0,0,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,125,2
126,1,0,0,0,1,0,0,0,2,0,0,0,0,8,0,0,1,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,5,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,16,4,0,0,3,0,0,0,1,0,2,8,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,2,10,126,2
127,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,10,0,0,0,0,3,4,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,127,2
128,0,0,0,0,0,1,1,0,6,0,0,0,2,9,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,3,0,2,0,1,0,0,0,0,1,0,0,0,5,1,1,0,1,6,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,1,1,0,12,1,0,0,0,0,0,0,1,3,0,0,0,1,0,1,1,2,1,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,10,128,2
129,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,5,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,2,1,0,0,8,0,0,0,0,1,1,0,0,0,0,10,2,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,1,0,2,3,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,6,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,129,2
130,1,0,0,0,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,16,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,10,130,2
131,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,13,0,0,0,0,28,2,2,0,0,0,0,0,3,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,131,2
132,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,16,0,0,5,0,0,0,0,8,0,0,6,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,10,132,2
133,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,5,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,17,0,0,8,0,1,1,0,0,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,133,2
134,0,0,0,0,0,3,0,0,7,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,3,0,0,1,3,3,0,0,14,0,3,3,0,0,0,3,0,0,0,2,0,3,0,0,0,0,0,6,5,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,134,2
135,0,0,0,0,0,2,0,0,9,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,2,0,0,2,2,2,0,0,20,0,2,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,4,4,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,135,2
136,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,136,2
137,0,0,0,0,0,0,0,0,4,0,0,0,0,1,8,0,0,2,7,0,0,0,0,0,0,0,0,3,0,1,0,0,16,0,1,0,0,0,1,1,6,0,0,1,0,1,0,0,0,0,0,0,1,1,2,0,6,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,3,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,137,2
138,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,10,138,2
