,4dwm,acroread,awk,basename,bc,capture,cat,chkconfi,chmod,cled,cled_jct,compress,cpp,date,detex,devmoti,diff,download,dpost,drf,dvips,echo,egrep,emacs20,endsessi,env,ex,expr,expreser,exrecove,false,fgrep,fifo,file,find,finger,ftp,generic,gethost,getopt,getpgrp,gettxt,ghostvie,grep,gs,gzip,help,hostname,hpost,id,ispell,kill,ksh,launchef,less,ln,lock,lp,lpdsend,lpq,ls,mail,man,mediamai,metamail,mimencod,mkdir,mkpts,more,nawk,netscape,netstat,platform,post,postprin,ppost,pq,reaper,resize,richtext,rlogin,rm,rmdir,sed,sendmail,sh,shownona,showps,sleep,slmclien,slmhelpe,sort,spell,sprog,sqpe,ssh,stty,tail,talk,tar,tcpostio,tcppost,tcsh,tektroni,tellwm,telnet,test,toolches,touch,tput,tr,troff,true,tset,tty,uname,unlock,userenv,uudecode,virtex,wait4wm,whereis,whoami,xauth,xclock,xconfirm,xdm,xdvi,xdvirea,xhost,xprop,xrdb,xsetroot,xterm,xwsh,User,Segment,Label
94,0,0,1,0,0,0,5,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,1,0,1,15,0,1,1,0,2,1,2,0,0,2,0,1,0,0,0,0,0,2,3,2,2,0,22,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,94,2
95,0,0,2,0,0,0,7,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,3,2,2,0,0,15,0,2,2,0,1,2,2,0,0,1,0,2,0,0,0,0,0,4,3,4,1,0,5,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,95,2
96,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,4,0,0,0,0,0,2,0,0,0,0,6,2,0,0,1,0,1,0,2,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,6,0,13,96,2
97,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,26,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,13,97,2
98,0,0,1,0,1,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,3,0,1,1,0,0,1,0,0,0,4,1,1,0,0,2,4,0,3,1,2,0,0,5,0,0,1,2,0,1,0,3,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,3,17,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,98,2
99,0,0,2,0,0,0,5,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,14,1,2,2,0,0,2,0,0,0,3,0,3,0,0,0,0,0,4,4,4,0,0,3,0,0,0,0,0,0,0,0,2,14,0,0,4,0,0,0,0,0,0,0,4,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,99,2
100,1,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,2,1,3,0,0,0,0,0,2,0,0,0,0,7,1,0,0,4,0,0,0,0,0,2,0,0,0,0,8,2,0,0,1,0,0,0,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,2,0,6,0,13,100,2
101,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,0,0,9,0,0,2,0,0,0,0,8,0,1,1,0,0,0,0,4,1,0,0,0,0,0,0,9,9,0,0,0,0,0,4,4,2,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,101,2
102,1,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,11,6,0,0,0,0,0,0,6,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,3,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,2,2,6,0,13,102,2
103,0,0,1,0,1,0,6,0,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,0,0,0,4,1,0,0,0,0,2,1,1,0,0,10,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,2,2,0,0,9,0,0,1,0,0,1,0,1,1,0,0,0,0,1,3,0,0,0,0,0,3,1,2,3,2,0,0,0,0,0,4,4,2,0,0,0,0,0,0,4,1,0,0,0,0,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,103,2
104,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,1,0,0,9,1,1,1,0,2,1,3,1,0,1,0,1,0,0,0,0,0,5,1,2,0,0,20,0,0,0,0,1,1,0,11,1,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,104,2
105,0,0,3,0,0,0,8,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,3,0,0,15,1,3,2,0,0,3,0,0,0,2,0,2,0,0,0,0,0,4,4,5,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,6,0,0,0,0,0,0,0,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,105,2
106,0,0,1,0,1,0,6,0,0,0,0,0,0,5,0,0,0,1,2,1,0,0,0,0,0,0,2,1,0,0,0,0,3,1,1,0,0,11,1,2,1,0,1,1,1,0,0,2,1,2,0,0,0,0,0,2,3,2,0,0,5,0,0,0,0,0,1,0,1,2,0,0,0,0,1,3,0,0,0,0,0,4,2,4,0,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,106,2
107,0,0,0,0,0,0,9,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,7,0,0,0,0,4,4,0,2,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,6,11,0,0,0,2,2,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,13,107,2
108,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,18,18,10,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,108,2
109,0,0,1,0,0,0,4,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,0,9,0,4,1,0,1,4,1,0,0,4,0,4,0,0,0,0,0,2,2,5,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,6,6,2,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,109,2
110,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,5,0,0,15,0,5,0,0,0,4,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,1,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,110,2
111,0,0,1,0,0,0,6,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,0,0,17,1,4,2,0,0,3,0,0,0,4,0,4,0,0,0,0,0,2,3,6,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,111,2
112,0,0,1,0,1,0,7,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,14,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,2,0,2,2,2,0,0,6,0,0,1,0,0,1,0,1,1,3,1,0,0,1,3,0,0,0,0,0,5,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,112,2
113,0,0,2,0,2,0,10,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,2,0,0,12,1,2,1,0,0,2,0,0,0,2,2,2,0,0,0,0,0,4,3,3,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,2,6,0,0,0,0,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,113,2
114,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,25,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,114,2
115,0,0,1,0,0,0,4,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,0,7,1,0,0,0,0,3,1,1,0,0,11,1,1,2,0,1,1,1,0,0,1,0,1,0,0,0,0,0,2,3,3,0,0,4,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,1,3,7,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,115,2
116,0,0,1,0,0,0,7,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,3,0,0,18,2,3,2,0,0,3,0,0,0,4,0,4,0,0,0,0,0,2,3,5,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,116,2
117,1,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,1,0,0,13,1,1,1,4,0,1,0,0,0,1,0,0,0,0,4,2,0,0,3,2,0,0,5,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,1,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,2,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4,0,13,117,2
118,0,0,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,118,2
119,0,0,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,119,2
120,0,0,0,0,0,0,9,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,10,1,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,0,0,1,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,3,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,13,120,2
121,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,1,4,0,0,1,0,1,0,0,1,2,0,2,0,1,0,0,13,0,0,7,0,0,3,0,0,1,5,1,0,1,0,0,0,0,0,0,0,1,0,0,21,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,121,2
122,0,0,1,0,1,0,4,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,1,1,0,0,10,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,2,2,2,0,0,10,0,0,3,0,1,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,3,1,2,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13,122,2
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,123,2
124,1,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,9,1,0,1,4,0,0,0,0,0,2,1,0,0,0,6,2,0,2,2,1,0,0,3,0,0,3,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,6,1,2,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,6,0,13,124,2
125,0,0,0,0,0,0,6,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,4,0,0,0,0,0,0,3,0,0,4,0,0,0,1,12,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6,21,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,13,125,2
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,16,8,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,126,2
127,0,0,2,0,0,0,7,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,3,2,2,0,0,15,1,2,2,0,1,2,2,0,0,1,0,1,0,0,0,0,0,4,3,4,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,127,2
128,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,4,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,5,1,1,0,0,5,1,5,0,0,1,0,1,0,0,2,0,0,3,1,1,0,0,5,0,0,1,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,128,2
129,0,0,1,0,0,0,6,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1,0,3,16,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,7,0,0,3,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,4,1,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,129,2
130,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,4,0,0,0,0,0,6,6,3,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,130,2
131,0,0,3,0,0,0,7,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,3,0,0,12,1,3,2,0,1,3,2,1,0,3,0,3,0,0,0,0,0,5,3,5,0,0,3,0,0,0,0,0,1,0,1,3,0,0,0,6,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,131,2
132,0,0,3,0,1,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,11,0,3,3,0,0,3,0,0,0,3,1,3,0,0,0,0,0,6,6,6,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,4,1,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,132,2
133,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,14,0,3,4,0,0,3,0,0,0,3,0,3,0,0,0,0,0,8,7,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,133,2
134,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,22,5,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,134,2
135,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0,31,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,135,2
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,136,2
137,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,30,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,137,2
138,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,3,0,0,19,0,3,0,0,1,3,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,138,2
139,0,0,1,0,0,0,6,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,0,0,20,2,2,1,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,2,3,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,139,2
140,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,13,140,2
141,1,0,1,1,0,0,4,0,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,1,1,0,0,10,1,1,1,4,2,1,4,0,0,2,0,1,0,0,0,2,0,2,3,2,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,13,141,2
