,4dwm,awk,bc,be,cat,chmod,cmp,col,compress,configur,cpp,cut,date,devx11,diff,download,driver,dvips,egrep,elm,endsessi,env,ex,expr,expreser,faces,fec,fifo,file,find,finger,formatd,generic,gethost,getopt,getpgrp,getsampl,gettxt,ghostvie,grep,gs,gzip,head,help,helpfin,helpkey,helpsor,helptop,hostname,hpost,ht,id,init_src,kill,ksh,launchef,ld_,less,ln,lo,lock,lp,lpq,lpr,ls,mail,mailx,man,mediamai,mkdir,mkpts,more,nawk,neqn,netscape,netstat,nroff,perl,ping,platform,post,postprin,postreve,ppost,pq,printf,ps,pwd,randseq,reaper,resize,rlogin,rm,rmdir,rwho,sample,sed,sendmail,sh,shelpmot,showps,sleep,slmclien,slmhelpe,sort,sqpe,stty,tail,tbl,tcpostio,tcppost,tcsh,tellwm,telnet,toolches,touch,tput,tr,true,tset,twm,ul,uname,unlock,unpack,unzip,userenv,virtex,wait4wm,wc,whereis,xclock,xconfirm,xdm,xdvi,xdvirea,xfontsel,xgobi,xhost,xload,xman,xprop,xrdb,xsetroot,xterm,xwsh,User,Segment,Label
86,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,12,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,86,2
87,0,1,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,4,0,0,0,1,2,1,2,1,6,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,5,4,0,0,0,0,0,0,1,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,8,3,14,0,0,0,0,1,2,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,87,2
88,0,1,2,0,9,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,18,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,4,0,3,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,88,2
89,0,1,1,0,5,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,1,2,0,0,0,3,1,2,0,0,11,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,2,0,3,3,0,1,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,2,4,2,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,89,2
90,0,2,0,0,8,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,2,1,0,0,19,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,3,3,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,90,2
91,0,2,0,0,6,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,2,0,0,14,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,4,0,4,4,0,0,3,1,0,0,0,0,0,1,2,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,91,2
92,0,2,0,0,6,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,2,2,0,0,15,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,4,4,0,0,3,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,92,2
93,0,1,0,0,4,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,6,1,0,0,0,2,1,1,0,0,10,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,2,0,3,2,0,0,3,3,0,0,0,0,0,1,1,0,13,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,93,2
94,1,0,0,0,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,1,0,0,1,0,0,1,7,1,0,0,1,0,0,1,0,0,0,0,0,12,2,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,25,94,2
95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,95,2
96,0,1,1,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,1,1,0,0,3,0,1,1,0,0,0,2,0,0,0,0,1,1,1,0,5,1,0,1,0,0,0,3,0,0,2,0,1,2,0,0,3,7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,2,0,0,0,5,6,11,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,96,2
97,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,17,2,0,0,0,0,0,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,4,0,7,0,0,0,1,1,1,1,0,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,97,2
98,0,0,0,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,2,2,0,1,2,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,12,2,0,5,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,11,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,3,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,98,2
99,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,16,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,99,2
100,0,1,0,0,4,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,3,1,0,0,0,2,1,1,0,0,10,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,2,0,2,2,0,0,6,5,0,0,0,0,0,0,1,0,10,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,6,5,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,2
101,0,1,1,0,6,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,3,0,0,6,1,1,1,0,0,0,5,0,0,0,2,3,0,3,3,1,1,0,1,0,0,0,2,0,0,3,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,10,0,8,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,101,2
102,0,0,0,0,7,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,2,1,9,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,7,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,12,0,0,0,0,1,2,0,0,0,0,0,0,11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,25,102,2
103,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,103,2
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,104,2
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,105,2
106,0,3,0,0,7,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,3,3,0,0,13,1,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,3,6,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,106,2
107,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,2,0,0,1,0,0,0,8,0,0,0,0,3,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,12,2,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,107,2
108,0,2,2,0,7,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,2,0,0,10,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,4,0,3,4,0,0,2,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,108,2
109,0,1,1,0,8,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,2,2,0,0,17,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,2,0,2,3,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,109,2
110,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,110,2
111,1,1,1,0,6,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,13,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,3,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,4,1,0,0,2,0,4,1,0,0,1,0,0,1,0,0,0,8,2,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,3,25,111,2
112,0,0,0,0,5,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,1,9,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,15,0,0,0,0,1,2,0,0,0,0,0,0,10,0,2,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,25,112,2
113,0,2,0,0,7,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,2,3,0,0,12,1,2,1,0,0,0,3,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,6,0,2,3,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,113,2
114,0,1,0,0,5,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,4,1,0,0,0,3,1,1,0,0,14,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,3,3,0,0,9,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,114,2
115,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,16,1,0,0,0,0,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,16,1,0,0,2,0,12,1,0,0,1,1,0,1,0,0,0,3,1,2,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,115,2
116,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,6,0,0,0,3,3,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,6,11,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,116,2
117,0,3,3,0,10,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,3,3,0,0,11,1,2,2,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,4,0,3,5,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,117,2
118,0,0,0,0,5,0,0,0,0,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,1,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,3,0,3,1,0,0,1,0,0,1,0,0,0,12,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,118,2
119,1,0,0,0,6,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,14,0,0,0,0,1,1,0,0,0,0,0,0,11,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,25,119,2
120,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,120,2
121,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,2,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,22,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,121,2
122,0,1,1,0,5,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,16,1,0,0,0,2,1,1,0,0,10,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,2,0,2,2,0,0,4,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,3,1,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,122,2
123,0,2,0,0,7,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,2,3,0,0,16,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,3,5,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,123,2
124,0,3,0,0,8,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,3,3,0,0,0,1,3,2,0,0,15,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,7,0,4,4,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,124,2
125,0,3,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,12,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,0,6,6,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,125,2
126,0,2,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,0,37,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,126,2
127,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,21,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,0,2,1,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,127,2
128,0,1,0,0,8,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,4,1,0,0,0,3,1,1,0,0,22,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,128,2
129,1,0,0,0,4,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,2,0,7,0,0,0,0,2,0,0,0,0,10,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,3,3,1,0,0,1,0,0,1,0,0,0,6,1,6,2,1,1,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,3,25,129,2
