,4dwm,arch,awk,bc,cat,cled,cled_jct,compress,cpp,csh,date,dirname,download,dvipost,dvips,echo,egrep,emacs20,endsessi,env,expr,fifo,file,find,finger,gawk,generic,gethost,getopt,getpgrp,gettxt,ghostvie,grep,gs,hostname,hpost,id,ispell,kill,launchef,lks,lmstat,ln,lock,lp,ls,mail,mailx,maketexp,maplesy,matlab,matlab_l,mediamai,mkdir,mkpts,more,movemail,nawk,netscape,netstat,platform,post,postprin,ppost,pq,pr,ps,pwd,reaper,resize,rlogin,rm,rmdir,sed,sendmail,sh,sleep,slmclien,slmhelpe,sqpe,stty,tcpostio,tcppost,tellwm,telnet,test,toolches,touch,tput,true,tset,uname,unlock,userenv,virtex,wait4wm,xbiff,xclock,xconfirm,xdm,xdvi,xdvirea,xhost,xmaplev5,xprop,xrdb,xsetroot,xterm,xwsh,User,Segment,Label
118,0,0,1,1,8,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,3,1,1,0,0,13,1,1,2,0,0,1,0,1,1,1,0,0,0,0,0,4,2,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,3,1,4,0,11,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,118,0
119,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,3,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,3,30,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,119,0
120,0,0,1,1,7,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,10,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,2,2,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,1,3,8,12,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,120,0
121,0,0,1,0,4,0,0,0,0,0,4,0,1,0,4,0,0,1,0,0,1,2,1,3,0,0,10,1,1,1,0,5,3,6,1,0,1,0,0,0,0,0,5,2,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,2,1,2,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,121,0
122,0,0,1,0,5,0,0,0,0,0,4,0,1,0,0,0,0,3,0,0,1,2,1,2,0,0,10,1,1,1,0,1,2,1,2,0,1,0,2,2,0,0,2,2,2,4,0,3,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,0,0,1,0,0,0,0,5,1,2,0,9,0,0,0,0,1,4,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,122,0
123,0,0,2,0,6,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,2,2,2,3,0,0,14,1,2,2,0,1,3,1,1,0,2,0,0,0,0,0,4,4,4,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,2,0,4,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,123,0
124,1,0,1,0,4,0,0,0,0,0,4,0,1,0,2,0,0,2,2,0,1,2,1,2,0,0,10,1,1,1,4,5,2,5,2,0,1,0,0,2,0,0,2,1,2,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,2,0,4,0,0,0,0,0,4,0,2,0,0,1,0,0,2,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,0,2,0,3,124,0
125,0,0,1,0,5,0,0,0,2,0,1,0,0,0,6,1,0,2,0,1,1,0,1,4,0,0,1,0,1,0,0,3,4,4,3,0,1,0,0,4,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,4,0,1,0,0,1,0,0,0,1,4,0,0,1,6,1,0,0,0,0,0,0,1,0,0,2,1,0,0,3,125,0
126,0,0,1,0,6,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,3,1,1,0,0,19,2,1,2,0,1,1,1,1,0,1,0,0,0,0,0,4,4,3,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,3,0,4,0,0,0,0,0,8,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,126,0
127,0,0,2,1,8,0,0,0,0,0,5,0,1,0,1,0,0,2,0,0,2,1,2,3,0,0,8,1,2,1,0,1,3,1,2,1,2,0,0,0,0,0,5,1,3,2,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1,3,0,1,0,0,0,0,0,2,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,127,0
128,0,0,1,1,4,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,13,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,3,1,2,0,17,0,0,0,0,0,8,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,128,0
129,0,0,1,0,9,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,1,3,1,1,0,0,14,1,1,2,0,0,1,0,1,1,1,0,0,0,0,0,4,3,3,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,4,1,4,0,8,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,0
130,0,0,1,0,7,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,1,4,1,1,0,0,20,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,4,0,2,0,0,0,0,0,12,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,130,0
131,0,0,1,1,6,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,7,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,1,1,2,18,11,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,131,0
132,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,1,0,1,0,0,4,0,0,0,0,5,1,6,1,0,0,0,0,0,0,0,0,1,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,15,10,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,132,0
133,0,0,1,0,4,0,0,0,0,0,4,0,1,0,9,0,0,0,0,0,1,2,1,1,0,0,10,1,1,1,0,8,1,8,0,0,1,0,0,0,0,0,2,2,2,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,2,3,3,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,133,0
134,0,0,1,1,7,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1,2,1,1,0,0,10,1,1,1,4,0,1,0,2,1,1,0,0,2,0,0,2,2,2,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,3,1,3,7,8,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,134,0
135,1,0,1,0,5,0,0,0,2,0,3,0,0,0,0,1,0,1,2,1,1,1,1,1,0,0,5,0,1,1,0,0,1,0,2,0,1,0,0,2,0,0,3,1,2,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,12,0,0,0,0,3,0,0,2,0,1,1,0,0,2,3,0,0,1,0,1,0,0,1,1,0,0,1,0,1,2,1,3,0,3,135,0
136,0,0,1,0,5,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,1,3,1,1,0,0,15,2,1,1,0,1,1,1,1,0,1,0,0,0,0,0,2,3,2,8,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,5,2,3,3,4,0,0,0,0,0,8,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,136,0
137,0,0,1,0,3,0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,1,0,1,4,0,0,3,0,1,1,0,1,4,1,2,0,1,0,0,2,0,0,2,1,2,7,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,9,10,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,137,0
138,1,0,0,0,2,0,0,0,0,0,3,0,1,0,6,0,0,2,2,0,0,2,0,1,0,0,7,1,0,0,4,6,1,6,1,0,0,0,0,2,0,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,5,0,0,0,0,0,4,1,2,0,0,1,0,0,0,0,0,1,0,12,0,0,0,1,1,0,0,0,0,1,0,0,3,0,3,138,0
139,0,0,1,0,5,0,0,0,2,0,3,0,1,0,0,1,0,2,0,1,1,1,1,3,0,0,6,1,2,1,0,0,3,0,3,0,2,0,0,4,0,0,4,1,2,3,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,9,0,0,0,0,3,0,0,0,0,1,0,0,0,2,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,3,139,0
140,0,0,2,0,8,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,2,2,2,2,0,0,20,2,1,2,0,0,2,0,1,0,1,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,0,0,0,0,8,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,140,0
141,0,0,1,1,10,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,1,2,1,1,0,0,20,3,1,1,0,0,1,0,1,1,1,0,0,0,0,0,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,12,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,141,1
142,0,0,2,0,7,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,2,2,2,2,0,0,17,1,2,2,0,0,2,0,2,0,2,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,5,1,2,0,4,0,0,0,0,0,8,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,142,0
143,0,0,2,0,8,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,3,2,3,3,0,0,17,2,2,2,0,0,3,0,2,0,2,0,0,0,0,0,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,143,0
144,0,0,2,0,7,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,3,1,1,0,0,18,1,1,2,0,0,1,0,1,0,1,0,0,0,0,0,4,4,3,6,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,5,1,3,0,4,0,0,0,0,0,8,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,144,0
145,0,0,2,0,5,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,2,2,2,2,1,0,10,1,2,1,0,2,2,2,2,0,2,0,0,2,1,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,4,2,6,1,0,4,0,0,0,0,0,0,0,0,0,6,1,2,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,145,1
146,0,0,2,0,8,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,2,2,2,2,0,0,18,2,2,2,0,0,2,0,2,0,2,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,0,0,0,0,8,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146,0
147,0,0,0,0,7,0,0,1,0,0,9,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,22,8,0,1,0,2,0,2,0,0,0,0,0,0,0,0,2,2,1,6,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,2,0,0,0,0,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,147,1
148,0,0,1,0,6,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,2,3,1,2,0,0,18,2,2,1,0,0,2,0,2,0,2,0,0,0,0,0,2,3,3,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,5,2,3,0,3,0,0,0,0,0,8,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,148,0
149,0,0,2,0,7,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,4,2,1,0,0,18,2,1,2,0,0,1,0,1,0,1,0,0,0,0,0,4,3,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,6,1,4,0,3,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,149,0
