,4dwm,amachec,appdefpa,awk,bc,cat,chmod,col,comm,compress,convert,cpio,cpp,date,deroff,dohourl,download,du,echo,env,expr,field,fifo,file,find,generic,gethost,getopt,getpgrp,gre,grep,heartche,hinv,hostname,hpost,id,inc,install,ksh,launchef,ln,lock,lp,lpdsend,ls,mail,mailx,man,mc,mediamai,mhl,mhn,mkdir,mkpts,more,mp,nawk,neqn,netscape,netstat,nroff,popper,post,postprin,ppost,ps,pwd,rcp,reaper,rexecd,rm,rmdir,rmm,rsh,rshd,scan,sed,sendmail,sh,sleep,sort,spell,stty,su,tail,tar,tbl,tcpostio,tcppost,tektroni,test,toolches,top,touch,tr,troff,true,ul,unlock,unpack,userenv,vim,w3c,wait4wm,wc,xdm,xhost,xman,xmh,xmodmap,xrdb,xsetroot,xterm,xwsh,User,Segment,Label
112,0,0,0,1,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,3,0,1,1,0,1,0,0,1,1,1,0,0,2,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57,0,1,3,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,112,2
113,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,113,2
114,0,0,0,1,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,3,0,1,1,0,1,0,0,1,1,1,0,0,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59,0,1,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,114,2
115,0,1,0,2,0,2,0,0,0,0,0,1,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,3,1,0,0,1,0,0,2,6,0,5,6,15,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,28,115,2
116,0,0,0,1,1,6,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,4,1,3,12,1,3,1,0,3,0,0,3,1,3,0,0,0,0,2,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,3,3,1,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,116,2
117,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,4,0,2,13,1,2,0,0,2,0,0,2,0,2,0,0,0,0,0,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,2,2,1,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,117,2
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,118,2
119,0,0,0,1,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,3,0,1,0,0,1,0,0,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,119,2
120,0,0,0,1,1,6,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,3,1,2,12,1,3,2,0,2,0,0,3,1,3,0,0,0,0,2,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,1,3,0,0,0,0,3,3,1,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,120,2
121,0,0,0,1,1,6,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,2,1,1,10,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,3,0,0,0,0,1,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,121,2
122,0,0,0,1,1,6,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,2,1,1,9,1,1,1,0,1,0,0,1,1,1,0,0,0,0,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,1,3,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,122,2
123,0,0,0,2,2,10,0,0,0,0,0,0,0,7,0,0,1,0,0,0,2,0,2,2,2,12,1,2,1,0,2,0,0,2,1,2,0,0,0,0,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,5,0,0,0,0,1,3,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,123,2
124,1,0,0,1,1,7,0,2,0,0,0,0,1,3,0,0,0,0,0,1,1,0,1,1,1,7,0,2,2,0,1,0,0,2,2,2,0,0,3,0,4,3,4,0,1,0,0,3,0,0,0,0,0,1,2,0,2,0,0,0,0,8,0,1,4,0,0,0,1,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,2,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,28,124,2
125,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,4,0,4,17,1,4,0,0,4,0,0,4,0,4,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,125,2
126,0,0,0,17,0,1,0,0,3,0,0,0,0,0,0,0,0,0,23,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,126,2
127,0,0,0,1,1,7,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,4,1,2,14,1,2,1,0,2,0,0,2,1,2,0,0,0,0,2,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,3,0,0,0,0,2,4,2,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,127,2
128,0,0,0,2,2,10,0,0,0,0,0,0,0,7,0,0,1,0,0,0,2,0,2,2,2,11,1,2,1,0,2,0,0,2,2,2,0,0,0,0,2,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,2,5,0,0,0,0,1,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,128,2
129,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,1,0,0,0,0,1,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,129,2
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,130,2
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,131,2
132,0,0,0,1,1,6,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,3,0,1,1,0,1,0,0,1,1,1,0,0,6,0,2,1,2,0,15,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,31,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,28,132,2
133,0,0,0,1,1,7,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,3,1,1,13,4,1,1,0,1,0,0,1,1,1,0,0,1,0,2,2,2,0,7,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,13,0,1,3,0,0,0,0,1,3,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,133,2
134,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,2,0,0,0,2,0,4,0,2,13,3,2,0,0,2,0,0,2,0,2,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,2,2,1,0,0,0,0,4,3,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,134,2
135,0,0,0,0,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,0,1,0,0,2,0,2,0,0,1,0,1,0,2,0,2,0,0,6,0,0,0,0,0,0,4,0,2,0,0,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,135,2
136,0,0,0,2,1,7,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,3,1,2,12,1,2,1,0,2,0,0,2,1,2,0,0,2,0,4,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,1,1,3,0,0,0,0,0,4,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,136,2
137,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,25,0,3,1,0,3,0,0,3,0,3,0,0,0,0,0,2,4,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,137,2
138,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,8,0,4,0,0,4,0,0,4,0,4,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,138,2
139,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,3,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,139,2
140,0,0,0,1,0,3,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,4,1,4,10,1,4,1,0,4,0,0,4,0,4,0,0,0,0,2,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,4,2,1,0,0,0,0,4,0,1,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,140,2
141,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,20,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,141,2
142,0,0,0,1,0,5,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,4,1,2,15,1,2,1,0,2,0,0,3,0,3,0,0,0,0,2,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,2,5,2,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,142,2
143,0,0,0,2,0,7,0,0,0,0,0,0,0,7,0,0,2,0,0,0,2,0,3,2,2,16,2,2,2,0,2,0,0,1,0,1,0,0,0,0,4,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,4,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,143,2
144,0,0,0,2,0,6,0,0,0,0,0,0,0,6,0,0,1,0,0,0,2,0,2,2,2,14,1,3,2,0,3,0,0,3,0,3,0,0,0,0,4,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,2,4,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,144,2
145,0,0,0,1,1,9,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,3,1,2,18,1,1,0,0,1,0,0,1,1,1,0,0,0,0,2,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,1,3,0,0,0,0,1,4,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,145,2
146,0,0,0,1,1,8,0,0,0,0,0,0,0,8,0,0,2,0,0,0,1,0,4,1,1,16,2,1,2,0,1,0,0,1,1,1,0,0,0,0,2,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,2,5,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,146,2
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,147,2
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,148,2
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,149,2
