,mail less,stty tset,maplesy mapletty,magmaex magmaex,ls sed,mail uname,sendmail mail,virtex virtex,Unnamed: 0,gettxt gettxt,maplesy sh,tset magmaex,mail mail,date generic,fmt tcsh,xprop endsessi,tset less,nawk maplesy,tset uname,xterm mapletty,mapletty magmaex,magmaex uname,gs gs,uname nawk,expr w3c,gettxt hostname,mail tcsh,sed fifo,xterm sh,ex sendmail,xdvirea xdvi,purifys sh,tcsh mapletty,tput tcsh,gordon gordon,reaper sh,magmaex tcsh,euphony3 nawk,wait4wm xhost,sh cat,netscape netscape,sh engine,tcpostio tcpostio,mail tput,hostname gettxt,maplesy magmaex,sh mail,stty xmodmap,grep euphony3,hostname stty,tcsh cat,tcsh xterm,sendmail sendmail,mapletty ls,gettxt tellwm,w3c grep,endsessi sh,nawk uname,ls less,maplesy nawk,w3c w3c,xset stty,expr expr,xsetroot xset,mapletty tcsh,cat mail,engine sh,mapletty uname,tset ls,finger tput,xterm gettxt,xmodmap reaper,sh sh,w3c aacdec,sh xdm,ex mail,aacdec expr,expr dirname,tellwm xprop,ex fmt,less less,uname maplesy,ls ls,tput mail,sh less,netstat netscape,generic date,tcsh ex,tcsh hostname,xdm twm,ls ex,tset mail,nawk w3c,mail ls,maplesy cat,grep grep,twm xbiff,less ls,less sh,xhost xsetroot,Label
127,0,3,8,0,0,0,0,0,127,0,0,0,0,0,0,0,0,21,3,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,21,0,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,None
128,0,3,4,0,0,0,0,0,128,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,4,0,1,0,2,0,0,1,0,0,0,0,0,3,3,0,0,1,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,4,1,2,0,0,1,0,0,0,0,0,0,0,0,5,2,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,None
129,0,4,7,0,0,2,0,0,129,0,0,0,0,0,0,0,0,14,3,0,1,1,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,4,0,4,0,0,0,0,0,0,0,14,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,None
130,0,1,10,0,0,0,0,0,130,0,1,0,0,0,0,0,0,24,1,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,23,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,None
131,0,0,12,1,0,0,0,0,131,0,0,0,0,0,0,0,0,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,26,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None
132,0,5,3,0,0,1,0,0,132,2,0,1,0,0,0,1,1,10,1,1,1,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,5,2,2,0,0,1,0,1,0,0,11,0,0,0,0,3,5,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,5,1,0,1,0,0,1,0,1,0,1,0,None
133,0,1,12,0,0,0,0,0,133,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,None
134,1,1,11,0,0,2,0,0,134,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,21,0,0,0,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,None
135,0,4,3,0,0,1,0,0,135,0,0,0,0,0,0,0,1,9,2,0,1,1,0,0,0,0,4,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,9,0,1,0,1,4,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,4,1,0,1,1,0,0,4,0,0,0,0,0,2,0,0,0,3,1,None
136,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
137,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
138,0,4,0,1,0,0,0,0,138,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,5,0,2,0,5,0,0,0,0,1,0,0,0,4,6,0,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,4,0,1,0,1,1,4,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,2,0,0,0,0,0,0,0,1,None
139,0,4,4,1,0,2,0,0,139,2,0,1,0,0,0,1,1,8,1,0,1,0,0,0,0,1,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,4,2,1,0,0,1,0,1,0,0,8,0,0,0,0,1,4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,3,0,0,0,4,1,0,1,0,0,0,0,1,0,5,0,None
140,1,3,3,0,0,0,1,0,140,0,1,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,5,0,1,1,0,0,0,1,0,1,0,0,1,3,17,0,0,1,0,0,3,1,0,3,0,2,2,0,0,0,0,0,0,8,0,1,0,1,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,1,None
141,0,2,7,1,0,1,0,0,141,0,1,0,2,0,0,0,0,20,0,0,3,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,20,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,None
142,0,1,10,0,0,0,0,0,142,0,0,0,0,0,0,0,0,21,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,22,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,None
143,0,1,11,0,0,0,0,0,143,0,0,0,0,0,0,0,0,22,1,0,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,None
144,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
145,0,2,2,0,0,0,0,0,145,2,2,0,1,0,0,1,1,11,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,2,6,0,0,0,1,1,1,1,0,2,0,2,0,0,1,0,1,0,0,11,0,1,0,1,1,2,0,4,0,0,1,1,1,0,1,0,0,0,1,0,0,5,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,1,None
146,0,0,6,1,0,0,1,12,146,0,0,0,0,0,0,0,0,18,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,18,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
147,0,2,0,0,2,0,0,0,147,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,None
148,0,1,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,None
149,0,2,1,0,0,0,0,0,149,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,16,0,0,2,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,None
